city,state,latitude,longitude
Jasper,GA,34.4784,-84.4377
Jericho,VT,44.5000,-72.9500
Jersey City,NJ,40.7282,-74.0776
Johns Creek,GA,34.0259,-84.2097
"Johnsonburg, Pa.",PA,41.4956,-78.6800
Johnstown,PA,40.3265,-78.9214
Jordan,MN,44.6400,-93.9200
Juneau,AK,58.3019,-134.4197
Jupiter,FL,26.9333,-80.1000
Jupiter Beach,FL,26.9400,-80.0700
Kahuku,HI,21.6736,-157.9200
Kailua,HI,21.4022,-157.7394
Kaneohe,HI,21.4000,-157.8000
Kannapolis,NC,35.4800,-80.6200
Kansas City,KS,39.1141,-94.6275
Kansas City,MO,39.0997,-94.5786
Katy,TX,29.7858,-95.8247
Kaukauna,WI,44.2797,-88.2776
Kaysville,UT,41.0397,-111.9405
Keene,NY,44.2056,-73.7876
Keller,TX,32.9401,-97.2347
Kenai,AK,60.5544,-151.2583
"Kenai, Alaska",AK,60.5544,-151.2583
Kennesaw,GA,34.0232,-84.6155
Kennett Square,PA,39.8473,-75.7105
Kent,WA,47.3807,-122.2343
Kentfield,CA,37.9549,-122.5505
Kerrville,TX,30.0466,-99.1406
Killeen,TX,31.1177,-97.7278
"Killeen, Texas",TX,31.1177,-97.7278
Killington,VT,43.6656,-72.7798
Kimball,MN,45.3094,-94.2308
King George,VA,38.2996,-77.1997
Kingsbury,CA,36.4883,-119.5565
Kingston,PA,41.2595,-75.8955
Kirkland,WA,47.6763,-122.2057
Kissimmee,FL,28.2919,-81.4079
Knightdale,NC,35.7896,-78.4975
Knoxville,TN,35.9606,-83.9207
Kokomo,IN,40.4864,-86.1336
La Canada,CA,34.2083,-118.2078
La Canada Flintridge,CA,34.2083,-118.2078
La Grange,IL,41.8106,-87.8784
La Jolla,CA,32.8328,-117.271
La Mirada,CA,33.9106,-118.0106
La Vergne,TN,35.9834,-86.5833
LaCrosse,WI,43.8041,-91.2315
LaPorte,TX,29.6644,-95.0355
Ladera Ranch,CA,33.5939,-117.6206
Lafayette,CA,37.8938,-122.1197
Lafayette,IN,40.4168,-86.8753
Laguna Beach,CA,33.542,-117.783
Laguna Niguel,CA,33.5903,-117.707
Laie,HI,21.6472,-157.9222
Lake Butler,FL,30.0249,-82.1901
Lake City,MN,44.4497,-92.2707
Lake Clear,NY,44.3206,-74.2007
Lake Elmo,MN,45.0205,-92.8805
Lake Forest,CA,33.6406,-117.6892
Lake Forest,IL,42.2606,-87.9256
Lake Panasoffkee,FL,28.8,-82.15
Lake Placid,NY,44.279,-73.9794
Lake St. Louis,MO,38.7967,-90.7708
Lake Stevens,WA,48.0084,-122.0865
Lake Villa,IL,42.4086,-88.0776
Lake Wales,FL,27.9,-81.5833
Lakeland,FL,28.0395,-81.9498
Lakeside,CA,32.8584,-116.92
Lakeville,MN,44.6488,-93.2422
Lakewood,CA,33.85,-118.1167
Lakewood,CO,39.7047,-105.0814
Lancaster,MA,42.4501,-71.6834
Lancaster,NY,42.9,-78.6333
Lancaster,PA,40.0379,-76.3055
Land O'Lakes,FL,28.2167,-82.45
Landover,MD,38.9459,-76.8747
Lanett,AL,32.8646,-85.1977
Langdon,ND,48.7758,-98.3709
Lapeer,MI,43.0495,-83.3166
Larchmont,NY,40.9298,-73.7504
Larksville,PA,41.2723,-75.9085
Las Cruces,NM,32.3199,-106.7637
Las Vegas,NV,36.1716,-115.1391
Latrobe,PA,40.3276,-79.3945
Lauderdale by the Sea,FL,26.1895,-80.0967
Laurel,MD,39.0993,-76.8483
Laurel,MS,31.6946,-89.1306
Lawrence,GA,33.9571,-83.9874
Lawrenceburg,IN,39.0964,-84.8502
Lawrenceville,GA,33.9571,-83.9874
Laytonsville,MD,39.2007,-77.1294
League City,TX,29.5094,-95.0788
Leavenworth,KS,39.3189,-94.9191
Lebanon,NH,43.6362,-72.2515
Lebanon,PA,40.3365,-76.4164
Lee's Summit,MO,38.9100,-94.3830
Lees Summit,MO,38.9100,-94.3830
Leeton,MO,38.5997,-93.7505
Leland,MI,45.0236,-85.7565
Lemoore,CA,36.0027,-119.7737
Lenexa,KS,38.9500,-94.7300
Levittown,NY,40.7198,-73.5076
Lewes,DE,38.7651,-75.1380
Lewistown,PA,40.5973,-77.5719
Lexington,KY,38.0406,-84.5037
Lexington,NE,40.7808,-99.7765
Lexington,TX,30.4902,-96.7905
Leyden,MA,42.6848,-72.5695
Liberty Hill,TX,30.6727,-97.7406
Liberty Township,OH,39.4006,-84.4000
Libertyville,IL,42.2814,-87.9528
Lighthouse Point,FL,26.2734,-80.0878
Lincoln University,PA,39.8009,-75.9327
Lincolnwood,IL,42.0075,-87.7406
Lineboro,MD,39.7040,-76.8836
Linwood,NJ,39.3754,-74.5829
Lisle,IL,41.7900,-88.0806
Litchfield Park,AZ,33.4939,-112.3596
Lititz,PA,40.1545,-76.3072
Little Mountain,SC,34.1957,-81.4426
Little Orleans,MD,39.6734,-78.3975
Little Rock,AR,34.7465,-92.2896
Littleton,CO,39.6133,-105.0166
Livingston,NJ,40.7876,-74.3235
Long Beach,CA,33.7701,-118.1937
Long Beach,NY,40.5876,-73.6615
Loomis,CA,38.8207,-121.1072
Lorton,VA,38.7001,-77.2308
Los Altos,CA,37.3861,-122.1136
Los Angeles,CA,34.0522,-118.2437
Los Gatos,CA,37.2266,-121.9550
Louisville,KY,38.2527,-85.7585
Lovelady,TX,31.2007,-95.4480
Lynchburg,VA,37.4001,-79.1500
Lynn Haven,FL,30.2205,-85.6299
Lynnwood,WA,47.8209,-122.3054
Lyons,CO,40.2278,-105.2936
Macon,GA,32.8407,-83.6324
Madison,AL,34.7023,-86.7486
Madison,CT,41.2776,-72.6076
Madison,NJ,40.7498,-74.4063
Madison,SD,44.0044,-97.0837
Madison,WI,43.0731,-89.4012
Madisonville,KY,37.3253,-87.5058
Magnolia,TX,30.2116,-95.7447
Makawao,HI,20.8878,-156.3389
Malibu,CA,34.0259,-118.7798
Malvern,PA,40.0365,-75.5166
Mammoth Lakes,CA,37.6485,-118.9721
Manalapan Township,NJ,40.2976,-74.3404
Manassas,VA,38.7515,-77.4753
Manchester,CT,41.7793,-72.5234
Manchester,ME,44.3412,-69.8778
Manchester,NH,42.9956,-71.4547
Manchester Center,VT,43.1667,-73.0667
Manhattan Beach,CA,33.8842,-118.4106
Mankato,MN,44.1694,-93.9994
Manlius,NY,43.0106,-75.9747
Maple Grove,MN,45.0744,-93.4472
Maple Valley,WA,47.3833,-122.0333
Mapleton,MN,43.9583,-93.9583
Maplewood,NJ,40.7315,-74.2765
Marblehead,MA,42.5001,-70.8806
Marietta,GA,33.9526,-84.5499
Marina,CA,36.6841,-121.8033
Marine on St. Croix,MN,45.1833,-92.8000
Marion,IL,37.7306,-89.0056
Marion,MA,41.6765,-70.7853
Marlboro,NJ,40.3556,-74.2000
Marlborough,CT,41.6333,-72.4333
Marlborough,MA,42.3459,-71.5528
Marquette,MI,46.5458,-87.3956
Marshfield,MA,42.1000,-70.7000
Marstons Mills,MA,41.6750,-70.4000
Marysville,MI,42.9167,-82.4833
Massapequa,NY,40.6667,-73.4667
Massapequa Park,NY,40.6667,-73.4500
Massillon,OH,40.7939,-81.5378
Matawan,NJ,40.4167,-74.2333
Matthews,NC,35.1167,-80.7167
Mayflower,AR,34.9667,-92.4000
McCammon,ID,42.6667,-112.1333
McFarland,WI,43.0000,-89.2833
McKinney,TX,33.1939,-96.6189
McLean,VA,38.9333,-77.1667
McPherson,KS,38.3667,-97.6667
McSherrytown,PA,39.8000,-77.0667
Mead,WA,47.7833,-117.3333
Meadville,PA,41.6333,-80.1500
Mechanicsburg,PA,40.2167,-76.9000
Medfield,MA,42.1667,-71.3333
Melrose,MA,42.4667,-71.0667
Memphis,TN,35.1175,-89.9711
"Memphis, Tenn.",TN,35.1175,-89.9711
Menlo Park,CA,37.4528,-122.1819
Merced,CA,37.3021,-120.4824
Meridian,ID,43.6129,-116.3915
Merritt Island,FL,28.3569,-80.6867
Mesa,AZ,33.4152,-111.8315
Mesquite,TX,32.7668,-96.5997
Methuen,MA,42.7390,-71.1806
Miami,FL,25.7617,-80.1918
Miami Beach,FL,25.7907,-80.1397
Michigan City,IN,41.7139,-86.9000
Middleburg,VA,38.9804,-77.7394
Middlebury,IN,41.6689,-85.7197
Middlefield,CT,41.5348,-72.6848
Middletown,DE,39.5398,-75.7483
Middletown,OH,39.5156,-84.3980
Midland,MI,43.6156,-84.2478
Midland,TX,31.9974,-102.0779
Midway,UT,40.5055,-111.4796
Milan,MI,42.0834,-83.6827
Milford,CT,41.2223,-73.0540
Milford Center,OH,40.1489,-83.4205
Mililani,HI,21.4408,-158.0036
Milipitas,CA,37.4323,-121.8957
Millbury,OH,41.5795,-83.4077
Millersville,MD,39.0712,-76.6386
Milpitas,CA,37.4323,-121.8957
Milton,WI,42.7986,-89.0437
Milton,WV,38.4384,-82.1479
Milwaukee,WI,43.0389,-87.9065
Mineral Wells,TX,32.8057,-98.1139
Minneapolis,MN,44.9778,-93.2650
Minneapolis-St. Paul,MN,44.9778,-93.265
Minnetonka,MN,44.9333,-93.4666
Minnetrista,MN,44.9408,-93.6702
Mishawaka,IN,41.6606,-86.1097
Mission Viejo,CA,33.6,-117.65
Missoula,MT,46.8721,-113.994
Missouri City,TX,29.5833,-95.5333
"Missouri City, Texas",TX,29.5833,-95.5333
Mobile,AL,30.6954,-88.0399
Modesto,CA,37.6391,-120.9969
Mohegan Lake,NY,41.3,-73.8667
Monona,WI,43.0667,-89.3333
Monroe,CT,41.3333,-73.2333
Monroe,WA,47.8554,-121.9715
Monrovia,CA,34.1494,-118.0034
Montclair,NJ,40.8167,-74.2
Monterey,CA,36.6002,-121.8947
Monteverde,FL,28.6333,-81.65
Montgomery,TX,30.3833,-95.6833
Montgomery,VT,44.8833,-72.6
Montpelier,VT,44.26,-72.576
Monument,CO,39.0833,-104.85
Moore,OK,35.3333,-97.4833
Moorestown,NJ,39.9667,-74.9333
Mooresville,NC,35.8833,-80.8333
Moorhead,MN,46.8667,-96.7667
Moorpark,CA,34.2833,-118.7667
Moosic,PA,41.3667,-75.6833
Morgan City,LA,29.6966,-91.2065
Morgan Hill,CA,37.1333,-121.65
Morganville,NJ,40.3867,-74.2096
Morris,AL,33.7493,-86.8097
Morristown,NJ,40.7965,-74.4807
Morrisville,VT,44.5695,-72.6009
Moses Lake,WA,47.1354,-119.2786
Moultrie,GA,31.1799,-83.7885
Mounds View,MN,45.1005,-93.2002
Mount Airy,MD,39.3676,-77.1508
Mount Holly,NC,35.2987,-81.0298
Mount Laurel,NJ,39.9576,-74.9143
Mount Olive,NJ,40.8806,-74.7821
Mount Prospect,IL,42.0667,-87.9333
Mount Shasta,CA,41.3104,-122.3061
Mount Vernon,NY,40.9126,-73.8385
Mountain Iron,MN,47.5202,-92.8396
Mountain View,CA,37.3861,-122.0839
Mt. Airy,MD,39.3676,-77.1508
Mt. Vernon,NY,40.9126,-73.8385
Muncie,IN,40.1934,-85.3861
Muncy Valley,PA,41.3584,-76.4955
Murray,UT,40.6605,-111.8902
Murrieta,CA,33.5686,-117.1953
"Murrieta, Calif.",FL,,
Murrysville,PA,40.4356,-79.6895
Muskegon,MI,43.2256,-86.2487
Naperville,IL,41.75,-88.15
Naples,FL,26.142,-81.7948
Naples,NY,42.6184,-77.4005
Nashua,NH,42.7654,-71.4667
Nashville,IL,38.35,-89.3833
Nashville,TN,36.1627,-86.7816
National City,CA,32.6784,-117.0975
Nebraska City,NE,40.6761,-95.8653
Needham,MA,42.2808,-71.2306
Neenah,WI,44.1758,-88.4615
Nesconset,NY,40.8695,-73.1001
New Albany,OH,40.0895,-82.8235
New Braunfels,TX,29.7033,-98.1247
New Brighton,MN,45.0594,-93.2083
New Canaan,CT,41.1462,-73.5004
New Castle,CO,39.5694,-107.5939
New Iberia,LA,30.0035,-91.8165
New Kensington,PA,40.5656,-79.7617
New Orleans,LA,29.9511,-90.0715
New Paris,OH,39.8395,-84.7475
New Vernon,NJ,40.7676,-74.5263
New York,NY,40.7128,-74.006
New York City,NY,40.7128,-74.006
Newark,DE,39.6837,-75.7497
Newark,NJ,40.7357,-74.1724
Newark,"Del., MA",39.6837,-75.7497
Newberg,OR,45.3007,-122.9654
Newbury Park,CA,34.1908,-118.994
Newcastle,OK,35.2006,-97.6003
Newfane,NY,43.2706,-78.6947
Newnan,GA,33.3796,-84.7994
Newport,ME,44.8195,-69.2606
Newport Beach,CA,33.6189,-117.9289
Newton,MA,42.337,-71.2092
Newtown,PA,40.2265,-74.9357
Nixa,MO,37.0378,-93.2877
Noblesville,IN,40.0456,-86.0136
Norco,CA,33.9258,-117.5606
Norfolk,NE,42.0397,-97.4092
Norfolk,VA,36.8508,-76.2859
Norlina,NC,36.4607,-78.1694
Norman,OK,35.2226,-97.4395
North Andover,MA,42.6806,-71.1345
North Bellmore,NY,40.6809,-73.5251
North Billerica,MA,42.5990,-71.2645
North Branford,CT,41.3626,-72.7745
North Canton,OH,40.8795,-81.4087
North Chelmsford,MA,42.6195,-71.3917
North Hills,CA,34.2378,-118.4906
North Hollywood,CA,34.1656,-118.3587
North Kingstown,RI,41.5793,-71.4506
North Liberty,IA,41.7397,-91.6060
North Little Rock,AR,34.7725,-92.2747
North Massapequa,NY,40.6876,-73.4735
North Reading,MA,42.5859,-71.0967
North Syracuse,NY,43.1095,-76.1402
North Tustin,CA,33.7700,-117.8200
Northbrook,IL,42.1278,-87.8339
Northfield,IL,42.0914,-87.7767
Northlake,IL,41.9242,-87.8934
Northport,NY,40.8934,-73.3512
Northridge,CA,34.2380,-118.5300
Northville,MI,42.4200,-83.6800
Norton,MA,41.9609,-71.1895
Norwalk,CT,41.1179,-73.4079
Norwell,MA,42.1514,-70.8356
Norwich,VT,43.7206,-72.2045
Norwood,CO,38.1386,-108.2926
Norwood,MA,42.1884,-71.1967
Novi,MI,42.4806,-83.4805
Nyack,NY,41.0918,-73.9207
Nānākuli,HI,21.3906,-158.1536
O'Fallon,MO,38.7995,-90.7068
Oahu,HI,21.4784,-157.9645
Oak Lawn,IL,41.7109,-87.7506
Oak Park,IL,41.8858,-87.7903
Oakland,AR,36.3923,-92.4085
Oakland,CA,37.8044,-122.2712
Oakland Township,MI,42.7486,-83.2099
"Oakley, Calif.",CA,37.9977,-121.7105
Oakton,VA,38.9098,-77.2805
Ocala,FL,29.1872,-82.1401
Ocean City,NJ,39.2776,-74.5746
Oceanside,CA,33.1959,-117.3795
Odem,TX,27.9356,-97.5758
Odessa,FL,28.1725,-82.5693
Odessa,MO,39.0028,-93.9405
Ogden,UT,41.2230,-111.9738
Ogema,WI,45.4855,-90.2835
Okawville,IL,38.3306,-89.5084
Okemos,MI,42.7095,-84.4219
Oklahoma City,OK,35.4676,-97.5164
Old Bridge,NJ,40.4079,-74.3313
Old Forge,NY,43.7584,-74.9963
Old Lyme,CT,41.3293,-72.3087
Old Monroe/Troy,MO,38.97921,-91.17376
Olmsted Falls,OH,41.36532,-81.90597
Olympic Valley,CA,39.19657,-120.23575
Omaha,NE,41.25654,-95.93450
Omro,WI,43.95554,-88.73094
Ontario,CA,34.06334,-117.65088
Ontario,OH,40.78033,-82.59794
Opelika,AL,32.64652,-85.37856
Orange,CA,33.78779,-117.85311
Orange,CT,41.28065,-73.02706
Orange,OH,41.46005,-81.44262
Orange County,CA,33.74557,-117.86783
Orangevale,CA,38.68351,-121.20634
Orchard Park,NY,42.76673,-78.74975
Ord,NE,41.60334,-98.93981
Orem,UT,40.29689,-111.69464
Orinda,CA,37.87160,-122.17970
Orland Park,IL,41.60003,-87.85395
Orlando,FL,28.53834,-81.37924
Ormond Beach,FL,29.28581,-81.06283
Oshkosh,WI,44.02081,-88.55122
Overland,MT,,
Overland Park,KS,38.98223,-94.67079
Oviedo,FL,28.66916,-81.20062
Owenton,KY,38.54395,-84.83995
Oxford,MS,34.36649,-89.51939
Ozark,MO,37.02005,-93.20463
Ozone Park,NY,40.67622,-73.84375
Pacific Palisades,CA,34.03467,-118.52730
Pacifica,CA,37.61382,-122.48636
Pahala,HI,19.1986,-155.4808
Palatine,IL,42.1003,-88.0334
Palisades Tahoe,CA,39.1977,-120.2366
Palm Bay,FL,28.0342,-80.6456
Palm Beach Gardens,FL,26.8239,-80.1239
Palm Desert,CA,33.7225,-116.3753
Palmdale,CA,34.5794,-118.1162
Palmer,AK,61.5994,-149.1139
Palmyra,VA,37.9254,-78.2439
Palo Alto,CA,37.4419,-122.143
Palos Heights,IL,41.6703,-87.8095
Palos Hills,IL,41.7053,-87.8373
Palos Verdes Estates,CA,33.79,-118.3887
Paola,KS,38.5703,-94.8708
Park City,UT,40.6461,-111.4979
Park Rapids,MN,46.9205,-95.0606
Park Ridge,IL,42.0084,-87.8306
Parker,CO,39.5144,-104.7622
Parker,TX,33.0276,-96.5703
Parkesburg,PA,39.9604,-75.908
Parkland,FL,26.3073,-80.2695
Parma,OH,41.4006,-81.729
Parsippany,NJ,40.879,-74.409
Pasadena,CA,34.1478,-118.1445
Pasadena,MD,39.0976,-76.5222
Pasadena,TX,29.6869,-95.2177
"Pasco, Wash.",WA,46.239,-119.1003
Pass Christian,MS,30.3155,-89.2456
Passaic,NJ,40.8565,-74.1285
Patterson,CA,37.4716,-121.1299
Pattonsburg,MO,39.98861,-94.00495
Peabody,MA,42.52926,-70.93061
Peachtree City,GA,33.39567,-84.58271
Pelham,NY,40.91093,-73.80985
Pembroke Pines,FL,26.00703,-80.34283
Pennington,NJ,40.34955,-74.80072
Peoria,AZ,33.58004,-112.23682
Perkasie,PA,40.39066,-75.30823
Perryton,TX,36.39447,-100.64042
Peru,VT,43.23896,-72.90677
Phelan,CA,34.46777,-117.53033
Phenix City,AL,32.47098,-85.00020
Pheonix,AZ,33.44838,-112.07404
Philadelphia,PA,39.95258,-75.16522
"Philadelphia, Penn.",PA,39.95258,-75.16522
Philladelphia,PA,39.95258,-75.16522
Phoenix,AZ,33.44838,-112.07404
Phoenixville,PA,40.12927,-75.52074
Pickerington,OH,39.89784,-82.75795
Pinckney,MI,42.46003,-83.95995
Pine City,MN,45.82024,-92.97271
Pineallas Park,FL,27.84086,-82.70093
Piscataway,NJ,40.54010,-74.47043
Pittsburgh,PA,40.44062,-79.99589
Pittsfield,VT,43.76673,-72.82566
Pittsford,NY,43.09034,-77.52222
Placentia,CA,33.87057,-117.86506
Placerville,CA,38.72963,-120.79855
Plainfield,IN,39.70365,-86.39861
Plainfield,NJ,40.61843,-74.41876
Plano,TX,33.0198,-96.6989
Plattsburgh,NY,44.7014,-73.4507
Pleasanton,CA,37.6606,-121.8756
Plymouth,MI,42.3703,-83.4702
Plymouth,MN,45.0069,-93.4547
Plymouth Meeting,PA,40.1098,-75.2807
Pocatello,ID,42.8719,-112.4608
Poland,OH,41.0206,-80.5906
Port Arthur,TX,29.8863,-93.9396
Port Jefferson Station,NY,40.9462,-73.0565
Port Jervis,NY,41.3784,-74.6907
Portage,MI,42.2031,-85.5806
Portage,WI,43.5397,-89.4632
Portland,OR,45.5231,-122.6765
Portsmouth,VA,36.8354,-76.2988
Portville,NY,42.0462,-78.4064
Poway,CA,32.9556,-117.0375
Powell,OH,40.1706,-83.0738
Powhatan,VA,37.5679,-77.9258
Poynette,WI,43.3908,-89.3626
Prairie du Chien,WI,43.0408,-91.1418
Prairieville,LA,30.3013,-90.9698
Prattville,AL,32.4635,-86.4583
Prescott,AZ,34.54,-112.4685
Prescott Valley,AZ,34.6167,-112.3238
Princeton,IN,38.1806,-87.5703
Princeton,NJ,40.3489,-74.6593
Providence,RI,41.824,-71.4128
Provo,UT,40.2338,-111.6585
Pueblo,CO,38.2545,-104.6091
Pulaski,WI,44.6647,-88.2309
Pullman,WA,46.7311,-117.1796
Putney,VT,42.9495,-72.5273
Queens,NY,40.7282,-73.7949
Quincy,WA,47.2365,-119.8545
Raeford,NC,34.9907,-79.2375
Raleigh,NC,35.7796,-78.6382
Ramsey,MN,45.2447,-93.4355
Rancho Cucamonga,CA,34.1061,-117.5903
Rancho Cucamonga,CA,34.1061,-117.5903
Rancho Palos Verdes,CA,33.7445,-118.3876
Rancho Santa Fe,CA,33.0225,-117.2003
Randolph,NJ,40.8526,-74.5763
Rathdrum,ID,47.7707,-116.8977
Ravenna,OH,41.1578,-81.2415
Reading,PA,40.3356,-75.9266
Red Oak,TX,32.5276,-96.8097
Redding,CA,40.5865,-122.3917
Redding,CT,41.2854,-73.3946
Redlands,CA,34.0562,-117.1828
Redmond,WA,47.6736,-122.1215
Redondo Beach,CA,33.8475,-118.3884
Redwood City,CA,37.4852,-122.2363
Redwood Shores,CA,37.5205,-122.2458
Reedsport,OR,43.7076,-124.0898
Reidsville,NC,36.3607,-79.667
Remsen,NY,43.3284,-75.1768
Reno,NV,39.5296,-119.8138
Renton,WA,47.4829,-122.217
Reston,VA,38.9687,-77.357
Rexburg,ID,43.8235,-111.7891
Rice Lake,WI,45.4908,-91.7388
Richardson,TX,32.9487,-96.7290
Richfield,MN,44.8908,-93.2752
Richland,WA,46.2859,-119.2850
Richmond,CA,37.9358,-122.3473
Richmond,VA,37.5407,-77.4360
Richview,IL,38.3181,-89.2637
Ridgefield,CT,41.2751,-73.4904
Ridgewood,NJ,40.9815,-74.1135
Rigby,ID,43.6977,-111.9208
Ringwood,NJ,41.0965,-74.2696
Ringwood,"N.J., NJ",41.0965,-74.2696
River Falls,WI,44.8625,-92.6249
Riverdale,NJ,40.9709,-74.3035
Riverside,CA,33.9806,-117.3755
Riverside,IL,41.8284,-87.8159
Riverwoods,IL,42.1642,-87.9006
Robesonia,PA,40.3606,-76.1627
Rochester,MA,41.6998,-70.8753
Rochester,NY,43.1566,-77.6088
Rochester Hills,MI,42.6603,-83.1499
Rockford,MI,43.1200,-85.5564
Rockledge,FL,28.3308,-80.7339
Rocklin,CA,38.7946,-121.2305
Rockville,MD,39.0840,-77.1528
Rockville Centre,NY,40.6543,-73.6396
Rogersville,MO,37.1356,-93.0702
Rolla,ND,48.8892,-99.6290
Rolling Hills Estates,CA,33.7892,-118.3534
Rome,GA,34.2570,-85.1649
Rome,NY,43.2128,-75.4557
Roosevelt,NY,40.6787,-73.5807
Roseau,MN,48.8144,-95.7597
Roselle,IL,41.9964,-88.0834
Rosemount,MN,44.7469,-93.1305
Roseville,MN,45.0097,-93.1652
Roswell,GA,34.0273,-84.3616
Roswell,NM,33.3942,-104.5229
Rowlett,TX,32.9015,-96.5772
Roxbury,CT,41.5790,-73.3037
Ruckersville,VA,38.2040,-78.3614
Rumson,NJ,40.3709,-74.0010
Rush,NY,42.9723,-77.6328
Russellville,AR,35.2784,-93.1349
Rutland,VT,43.6109,-72.9729
Rye,NY,40.9862,-73.6826
Sachse,TX,32.9865,-96.5625
Sacramento,CA,38.5816,-121.4944
"Sacramento, Calif.",CA,38.5816,-121.4944
Saginaw,MI,43.4195,-83.9442
Saint Cloud,MN,45.5576,-94.1633
Saint Paul,MN,44.9537,-93.0900
Sainte Genevieve,MO,37.9795,-90.0415
Salem,MA,42.5195,-70.8967
Salem,NH,42.7876,-71.2090
Salem,OR,44.9429,-123.0351
Salina,KS,38.8292,-97.6114
Salinas,CA,36.6777,-121.6555
Salt Lake City,NY,40.7608,-111.8910
Salt Lake City,UT,40.7608,-111.8910
Sammamish,WA,47.6168,-122.0357
San Anselmo,CA,37.9655,-122.5675
San Antonio,TX,29.4241,-98.4936
San Clemente,CA,33.4269,-117.6120
San Diego,CA,32.7157,-117.1611
"San Diego, Calif.",CA,32.7157,-117.1611
San Dimas,CA,34.1042,-117.8006
San Francisco,CA,37.7749,-122.4194
San Gabriel,CA,34.0961,-118.0978
San Jose,CA,37.3382,-121.8863
San Juan Capistrano,CA,33.4939,-117.6620
San Marino,CA,34.1200,-118.1170
San Pedro,CA,33.7362,-118.2923
Sand Lake,NY,42.6390,-73.5790
Sandersville,GA,32.9868,-82.8104
Sandhill,MS,32.4207,-89.9676
Sandpoint,ID,48.2769,-116.5535
Sanford,FL,28.7914,-81.2728
Sanford,ME,43.4376,-70.7767
Santa Barbara,CA,34.4208,-119.6902
Santa Clara,CA,37.3541,-121.9552
Santa Clarita,CA,34.3917,-118.5470
Santa Cruz,CA,36.9741,-122.0308
Santa Fe Springs,CA,33.9317,-118.0709
Santa Margherita,CA,35.3833,-120.4000
Santa Maria,CA,34.9530,-120.4358
Santa Monica,CA,34.0195,-118.4912
"Santa Monica, Calif.",CA,34.0195,-118.4912
Santa Rosa,CA,38.4404,-122.7141
Santa Rosa Beach,FL,30.3799,-86.2205
Santee,CA,32.8489,-116.9714
Sarasota,FL,27.3364,-82.5307
Saratoga,CA,37.2639,-122.0236
Saugus,CA,34.4000,-118.5000
Saugus,MA,42.4834,-71.0006
Sauk Village,IL,41.5000,-87.5667
Sault Ste. Marie,MI,46.4917,-84.3461
Saunderstown,RI,41.5000,-71.4333
Savage,MN,44.7700,-93.3400
Savoy,IL,40.0500,-88.2500
Saylorsburg,PA,40.9167,-75.3500
Scarsdale,NY,40.9333,-73.7999
Scituate,MA,42.1999,-70.7333
Scott City,KS,38.4833,-101.0333
Scottsdale,AZ,33.4942,-111.9261
Sea Island,GA,31.1833,-81.3333
Seaford,VA,37.2333,-76.4000
Seal Beach,CA,33.7417,-118.0750
"Sealy, Texas",TX,29.7783,-96.1583
Searcy,AR,35.2500,-91.7333
Seattle,WA,47.6062,-122.3321
"Seekonk, Mass",MA,41.8000,-71.3333
Seven Fields,PA,40.7000,-80.0167
Sewell,NJ,39.7833,-75.1000
Shaftsbury,VT,42.9667,-73.2333
Shaker Heights,OH,41.4833,-81.5667
Shavertown,PA,41.3167,-75.9000
Shelburne,VT,44.3667,-73.2333
Shelby,NC,35.2000,-81.5333
Shelby,NE,41.3097,-97.5367
Shelby Township,MI,42.6789,-83.0317
Shelbyville,KY,38.2139,-85.2222
Shoreview,MN,45.0786,-93.1367
Short Hills,NJ,40.739,-74.331
Shreveport,LA,32.5252,-93.7502
Shrewsbury,MA,42.2796,-71.709
Sicklerville,NJ,39.704,-74.981
Sidney,NE,41.1394,-102.9777
Signal Hill,CA,33.7911,-118.1606
Silver Spring,MD,39.0026,-77.0249
Silverthorne,CO,39.6264,-106.0714
Simi Valley,CA,34.2694,-118.7815
Simons Island,GA,31.1494,-81.3908
Sioux City,IA,42.4925,-96.4002
Sioux Falls,SD,43.5446,-96.7317
Skiatook,OK,36.3606,-96.0075
Slate Hill,NY,41.4056,-74.4536
Slippery Rock,PA,41.0606,-80.0506
Smithson Valley,TX,29.87,-98.4
Smithtown,NY,40.8584,-73.2007
Snellville,GA,33.8596,-84.0099
Snohomish,WA,47.9112,-122.0976
Snowflake,AZ,34.5167,-110.0833
Solon,OH,41.3939,-81.4476
Somerset,CA,38.6818,-120.7963
Somerville,MA,42.3876,-71.0995
Sommerset,NJ,40.5,-74.55
South Bend,IN,41.6834,-86.25
South Euclid,OH,41.52,-81.52
South Freeport,ME,43.8251,-70.1067
South Hadley,MA,42.2612,-72.5712
South Lake Tahoe,CA,38.9399,-119.9772
South Pasadena,CA,34.1147,-118.1559
Southborough,MA,42.2965,-71.5456
Southington,CT,41.5976,-72.8876
Southlake,TX,32.9562,-97.1347
Sparks,NV,39.5338,-119.7499
Spokane,WA,47.6588,-117.426
Spokane Valley,WA,47.6738,-117.2199
Spring,TX,30.0777,-95.4158
Spring Grove,PA,39.8784,-76.8647
Spring Lake,NJ,40.1587,-74.0435
Spring Park,MN,44.9458,-93.6069
Spring Valley,CA,32.7403,-116.9947
Springfield,MO,37.2153,-93.2982
Springfield,NH,43.5237,-72.0834
Springfield,OH,39.9242,-83.8094
Springfield,OR,44.0465,-123.0226
Springfield,VA,38.789,-77.1861
St Louis,MO,38.627,-90.1994
St. Augustine,FL,29.9012,-81.3125
St. Charles,MO,38.7889,-90.4957
